ProductID,Date,SalesVolume,SalesValue,Store
TEJI-1283,2023-02-27,1,769.52,Coop Campania
oKDN-5623,2023-02-27,10,5439.4,Coop Marche
xpjy-6558,2023-02-27,8,1943.76,Coop Campania
wTQS-1785,2023-02-27,0,0.0,Coop Campania
mYDZ-0691,2023-02-27,4,4050.86,Coop Lazio
VcLB-4437,2023-02-27,3,1861.31,Coop Marche
CVZi-6362,2023-02-27,9,4311.53,Coop Marche
Pjid-8127,2023-02-27,6,1529.09,Coop Marche
Tmxd-5901,2023-02-27,3,1634.11,Coop Lombardia
DUnd-2088,2023-02-27,10,7096.03,Coop Lazio
DQMK-7381,2023-02-27,6,3662.68,Coop Campania
sKMt-4467,2023-02-27,3,1539.6,Coop Lombardia
OTWH-3978,2023-02-27,2,2008.14,Coop Lombardia
aJpO-1296,2023-02-27,4,864.68,Coop Marche
VrKY-6162,2023-02-27,8,6127.25,Coop Lombardia
eIDU-7475,2023-02-27,2,205.25,Coop Lombardia
qiRu-7670,2023-02-27,3,2790.17,Coop Campania
afBm-9573,2023-02-27,1,281.82,Coop Lombardia
NcbZ-1734,2023-02-27,1,586.87,Coop Campania
fZld-8928,2023-02-27,1,794.46,Coop Marche
INMW-5184,2023-02-27,5,750.15,Coop Lazio
JURQ-2020,2023-02-27,8,4979.45,Coop Marche
fuds-1864,2023-02-27,10,2386.26,Coop Lombardia
bhcH-5689,2023-02-27,5,1255.41,Coop Lazio
BzEN-1675,2023-02-27,9,10395.71,Coop Lazio
yVpc-6692,2023-02-27,3,870.6,Coop Lombardia
NAlQ-8216,2023-02-27,9,2261.06,Coop Campania
NPtO-1977,2023-02-27,3,535.09,Coop Campania
EGwX-9793,2023-02-27,6,6109.82,Coop Campania
ASBp-1468,2023-02-27,6,5793.35,Coop Campania
LNZd-7493,2023-02-27,0,0.0,Coop Marche
peAT-7854,2023-02-27,7,3373.78,Coop Lombardia
qJUX-5465,2023-02-27,2,1489.35,Coop Marche
bBGX-5619,2023-02-27,2,2351.78,Coop Campania
ODub-0380,2023-02-27,8,8212.36,Coop Lazio
iRCO-6315,2023-02-27,10,7436.5,Coop Lazio
AZGK-7874,2023-02-27,6,4460.89,Coop Marche
GPZv-4778,2023-02-27,4,2014.21,Coop Lazio
jlEh-4408,2023-02-27,0,0.0,Coop Lombardia
tkyP-7880,2023-02-27,1,188.38,Coop Marche
lMPA-8666,2023-02-27,6,5595.28,Coop Lombardia
udAs-3358,2023-02-27,1,625.52,Coop Lombardia
lUpC-3603,2023-02-28,2,619.31,Coop Lazio
Khkv-1795,2023-02-28,6,1294.71,Coop Marche
FShv-2600,2023-02-28,9,7555.89,Coop Lazio
rzrI-3299,2023-02-28,7,7481.41,Coop Lazio
pKaS-9831,2023-02-28,4,3703.4,Coop Marche
WhnD-0432,2023-02-28,1,501.1,Coop Campania
mBRR-5424,2023-02-28,9,6287.07,Coop Campania
xkPq-0171,2023-02-28,10,8431.96,Coop Lazio
liSY-0023,2023-02-28,10,6013.87,Coop Lazio
BrGn-0164,2023-02-28,7,3436.77,Coop Campania
whBR-0415,2023-02-28,10,3462.15,Coop Marche
pDAs-8628,2023-02-28,5,4929.09,Coop Marche
fPsc-0317,2023-02-28,6,6550.78,Coop Lazio
LqGH-0114,2023-02-28,5,2333.84,Coop Lombardia
KDSR-5597,2023-02-28,5,5505.98,Coop Marche
NLDb-9765,2023-02-28,10,10911.67,Coop Campania
TWKK-1058,2023-02-28,8,7976.36,Coop Marche
dAbA-6278,2023-02-28,7,960.87,Coop Marche
zcKB-4196,2023-02-28,7,4258.84,Coop Marche
AoYT-7535,2023-02-28,7,3521.35,Coop Lombardia
JzOi-6456,2023-02-28,4,4234.84,Coop Campania
dbTT-5467,2023-02-28,7,8335.51,Coop Marche
bDht-6829,2023-02-28,10,5813.33,Coop Lombardia
bEQP-7444,2023-02-28,8,1298.64,Coop Lombardia
LAOd-9346,2023-02-28,10,4424.98,Coop Marche
binr-9295,2023-02-28,8,6122.32,Coop Lazio
ipsu-5499,2023-02-28,8,2159.16,Coop Campania
xJTd-1778,2023-02-28,7,3746.54,Coop Marche
OLQP-3993,2023-02-28,0,0.0,Coop Campania
JOcL-9472,2023-02-28,6,6185.64,Coop Marche
JLXS-4481,2023-02-28,9,482.2,Coop Lazio
gRAQ-7528,2023-02-28,1,604.31,Coop Campania
Asit-5581,2023-02-28,5,2261.6,Coop Marche
mkIs-7680,2023-02-28,2,1402.72,Coop Marche
NqgK-1369,2023-02-28,2,1436.83,Coop Campania
HWfy-5370,2023-02-28,6,4577.5,Coop Marche
VCMi-1172,2023-02-28,2,1975.14,Coop Campania
vhQC-2551,2023-02-28,3,1193.61,Coop Marche
qaRS-5467,2023-02-28,10,1651.36,Coop Lazio
KGrK-9665,2023-02-28,7,4085.82,Coop Lombardia
MOnY-5528,2023-02-28,2,1130.14,Coop Marche
VDgg-1734,2023-02-28,1,83.2,Coop Campania
WaVU-9644,2023-02-28,7,4217.7,Coop Marche
kvMN-3932,2023-02-28,3,773.13,Coop Lazio
Ywep-4918,2023-02-28,1,311.4,Coop Marche
NMVA-0446,2023-02-28,5,86.76,Coop Lazio
rWhG-2645,2023-02-28,3,3242.85,Coop Lazio
YDqh-0861,2023-02-28,0,0.0,Coop Lombardia
VMJd-6098,2023-02-28,5,3928.02,Coop Lazio
DLAl-3785,2023-02-28,0,0.0,Coop Campania
aCAT-3934,2023-02-28,9,9692.88,Coop Campania
rTZd-5307,2023-02-28,2,1511.24,Coop Marche
AsUs-5037,2023-02-28,4,2893.08,Coop Campania
BSwR-7719,2023-02-28,4,4117.42,Coop Lombardia
gFcd-9011,2023-02-28,4,825.52,Coop Marche
uOSO-2603,2023-02-28,3,3197.22,Coop Lombardia
ScHr-5808,2023-02-28,8,1449.31,Coop Marche
bIZX-1934,2023-02-28,8,6572.74,Coop Campania
TEJI-1283,2023-02-28,5,4000.8,Coop Marche
oKDN-5623,2023-02-28,4,2058.44,Coop Marche
xpjy-6558,2023-02-28,6,1674.28,Coop Campania
wTQS-1785,2023-02-28,4,2047.58,Coop Lombardia
mYDZ-0691,2023-02-28,6,6478.34,Coop Campania
VcLB-4437,2023-02-28,3,1883.39,Coop Campania
CVZi-6362,2023-02-28,6,2901.22,Coop Marche
Pjid-8127,2023-02-28,3,818.65,Coop Lazio
Tmxd-5901,2023-02-28,2,1198.8,Coop Campania
DUnd-2088,2023-02-28,2,1344.75,Coop Lazio
DQMK-7381,2023-02-28,9,4989.53,Coop Lombardia
sKMt-4467,2023-02-28,10,5467.43,Coop Lazio
OTWH-3978,2023-02-28,10,10555.59,Coop Lombardia
aJpO-1296,2023-02-28,7,1334.58,Coop Lombardia
VrKY-6162,2023-02-28,7,4950.96,Coop Marche
eIDU-7475,2023-02-28,5,501.81,Coop Campania
qiRu-7670,2023-02-28,4,3554.67,Coop Campania
afBm-9573,2023-02-28,0,0.0,Coop Campania
NcbZ-1734,2023-02-28,0,0.0,Coop Lombardia
fZld-8928,2023-02-28,10,8098.34,Coop Marche
INMW-5184,2023-02-28,2,312.73,Coop Marche
JURQ-2020,2023-02-28,3,1979.3,Coop Lazio
fuds-1864,2023-02-28,0,0.0,Coop Lazio
bhcH-5689,2023-02-28,5,1238.38,Coop Lazio
BzEN-1675,2023-02-28,5,5428.53,Coop Campania
yVpc-6692,2023-02-28,7,2151.96,Coop Lombardia
NAlQ-8216,2023-02-28,8,1966.0,Coop Marche
NPtO-1977,2023-02-28,8,1565.27,Coop Campania
EGwX-9793,2023-02-28,3,2890.01,Coop Lazio
ASBp-1468,2023-02-28,8,8001.37,Coop Campania
LNZd-7493,2023-02-28,6,4550.21,Coop Lombardia
peAT-7854,2023-02-28,5,2486.47,Coop Lazio
qJUX-5465,2023-02-28,2,1455.99,Coop Campania
bBGX-5619,2023-02-28,7,7042.76,Coop Campania
ODub-0380,2023-02-28,9,9090.56,Coop Campania
iRCO-6315,2023-02-28,2,1433.94,Coop Lazio
AZGK-7874,2023-02-28,10,7463.12,Coop Campania
GPZv-4778,2023-02-28,3,1617.86,Coop Marche
jlEh-4408,2023-02-28,2,946.65,Coop Campania
tkyP-7880,2023-02-28,9,1818.62,Coop Lazio
lMPA-8666,2023-02-28,0,0.0,Coop Marche
udAs-3358,2023-02-28,6,3998.96,Coop Marche
lUpC-3603,2023-03-01,10,2984.15,Coop Campania
Khkv-1795,2023-03-01,1,207.37,Coop Lombardia
FShv-2600,2023-03-01,7,5523.51,Coop Lombardia
rzrI-3299,2023-03-01,1,1223.32,Coop Marche
pKaS-9831,2023-03-01,7,6418.15,Coop Lombardia
WhnD-0432,2023-03-01,8,3772.24,Coop Lazio
mBRR-5424,2023-03-01,9,6064.41,Coop Lazio
xkPq-0171,2023-03-01,6,5177.77,Coop Campania
liSY-0023,2023-03-01,9,5521.8,Coop Lazio
BrGn-0164,2023-03-01,5,2725.6,Coop Lazio
whBR-0415,2023-03-01,9,3024.04,Coop Marche
pDAs-8628,2023-03-01,2,2173.03,Coop Campania
fPsc-0317,2023-03-01,2,2111.25,Coop Campania
LqGH-0114,2023-03-01,5,2359.09,Coop Lazio
KDSR-5597,2023-03-01,8,8582.13,Coop Lombardia
NLDb-9765,2023-03-01,8,8837.24,Coop Campania
TWKK-1058,2023-03-01,3,3153.87,Coop Campania
dAbA-6278,2023-03-01,3,377.87,Coop Campania
zcKB-4196,2023-03-01,1,646.34,Coop Lombardia
AoYT-7535,2023-03-01,9,4627.99,Coop Campania
JzOi-6456,2023-03-01,3,3125.41,Coop Campania
dbTT-5467,2023-03-01,3,3232.89,Coop Marche
bDht-6829,2023-03-01,4,2327.62,Coop Lombardia
bEQP-7444,2023-03-01,10,1733.85,Coop Lombardia
LAOd-9346,2023-03-01,7,3235.5,Coop Lazio
binr-9295,2023-03-01,3,2440.59,Coop Lombardia
ipsu-5499,2023-03-01,5,1369.96,Coop Lombardia
xJTd-1778,2023-03-01,3,1651.36,Coop Marche
OLQP-3993,2023-03-01,0,0.0,Coop Campania
JOcL-9472,2023-03-01,7,7343.11,Coop Lombardia
JLXS-4481,2023-03-01,6,323.37,Coop Campania
gRAQ-7528,2023-03-01,6,3255.57,Coop Lombardia
Asit-5581,2023-03-01,0,0.0,Coop Marche
mkIs-7680,2023-03-01,7,4704.66,Coop Lombardia
NqgK-1369,2023-03-01,1,722.02,Coop Marche
HWfy-5370,2023-03-01,5,3460.7,Coop Marche
VCMi-1172,2023-03-01,5,5038.65,Coop Lazio
vhQC-2551,2023-03-01,3,1094.36,Coop Campania
qaRS-5467,2023-03-01,5,777.46,Coop Lombardia
KGrK-9665,2023-03-01,4,2557.34,Coop Lazio
MOnY-5528,2023-03-01,3,1698.96,Coop Lombardia
VDgg-1734,2023-03-01,4,312.9,Coop Campania
WaVU-9644,2023-03-01,10,5365.51,Coop Marche
kvMN-3932,2023-03-01,0,0.0,Coop Lombardia
Ywep-4918,2023-03-01,9,2814.5,Coop Marche
NMVA-0446,2023-03-01,0,0.0,Coop Lazio
rWhG-2645,2023-03-01,4,4778.13,Coop Lombardia
YDqh-0861,2023-03-01,7,1196.12,Coop Lazio
VMJd-6098,2023-03-01,5,3800.14,Coop Campania
DLAl-3785,2023-03-01,10,5944.86,Coop Lombardia
aCAT-3934,2023-03-01,0,0.0,Coop Marche
rTZd-5307,2023-03-01,6,4912.5,Coop Campania
AsUs-5037,2023-03-01,3,2120.76,Coop Marche
BSwR-7719,2023-03-01,7,7394.67,Coop Lombardia
gFcd-9011,2023-03-01,7,1330.22,Coop Lazio
uOSO-2603,2023-03-01,5,5959.51,Coop Marche
ScHr-5808,2023-03-01,10,1831.35,Coop Marche
bIZX-1934,2023-03-01,7,5563.53,Coop Marche
TEJI-1283,2023-03-01,3,2331.23,Coop Marche
oKDN-5623,2023-03-01,5,2683.87,Coop Campania
xpjy-6558,2023-03-01,1,275.67,Coop Marche
wTQS-1785,2023-03-01,5,2770.72,Coop Lombardia
mYDZ-0691,2023-03-01,3,3260.72,Coop Lombardia
VcLB-4437,2023-03-01,8,5575.27,Coop Campania
CVZi-6362,2023-03-01,9,4445.46,Coop Marche
Pjid-8127,2023-03-01,8,2047.03,Coop Lazio
Tmxd-5901,2023-03-01,7,4322.96,Coop Marche
DUnd-2088,2023-03-01,6,4394.23,Coop Marche
DQMK-7381,2023-03-01,4,2413.04,Coop Campania
sKMt-4467,2023-03-01,10,5789.52,Coop Marche
OTWH-3978,2023-03-01,5,4598.21,Coop Lazio
aJpO-1296,2023-03-01,9,1805.49,Coop Marche
VrKY-6162,2023-03-01,5,3619.93,Coop Lazio
eIDU-7475,2023-03-01,7,645.83,Coop Campania
qiRu-7670,2023-03-01,7,6715.69,Coop Marche
afBm-9573,2023-03-01,0,0.0,Coop Campania
NcbZ-1734,2023-03-01,3,1717.66,Coop Campania
fZld-8928,2023-03-01,5,3798.15,Coop Lombardia
INMW-5184,2023-03-01,1,156.93,Coop Lazio
JURQ-2020,2023-03-01,1,726.67,Coop Campania
fuds-1864,2023-03-01,6,1438.47,Coop Marche
bhcH-5689,2023-03-01,7,2020.84,Coop Marche
BzEN-1675,2023-03-01,0,0.0,Coop Lombardia
yVpc-6692,2023-03-01,6,1605.66,Coop Marche
NAlQ-8216,2023-03-01,10,2334.9,Coop Lazio
NPtO-1977,2023-03-01,6,1097.19,Coop Lombardia
EGwX-9793,2023-03-01,0,0.0,Coop Marche
ASBp-1468,2023-03-01,7,7059.32,Coop Campania
LNZd-7493,2023-03-01,7,6069.26,Coop Campania
peAT-7854,2023-03-01,9,4648.98,Coop Marche
qJUX-5465,2023-03-01,2,1440.92,Coop Lombardia
bBGX-5619,2023-03-01,7,7179.32,Coop Marche
ODub-0380,2023-03-01,1,1034.42,Coop Marche
iRCO-6315,2023-03-01,9,6727.79,Coop Lazio
AZGK-7874,2023-03-01,7,4927.22,Coop Campania
GPZv-4778,2023-03-01,9,4809.42,Coop Marche
jlEh-4408,2023-03-01,5,2405.91,Coop Lombardia
tkyP-7880,2023-03-01,1,200.04,Coop Lombardia
lMPA-8666,2023-03-01,8,8014.64,Coop Lazio
udAs-3358,2023-03-01,7,4291.84,Coop Campania
lUpC-3603,2023-03-02,10,2923.38,Coop Campania
Khkv-1795,2023-03-02,4,921.24,Coop Campania
FShv-2600,2023-03-02,0,0.0,Coop Marche
rzrI-3299,2023-03-02,2,2290.64,Coop Lazio
pKaS-9831,2023-03-02,1,959.53,Coop Marche
WhnD-0432,2023-03-02,5,2316.69,Coop Lombardia
mBRR-5424,2023-03-02,6,3977.55,Coop Lombardia
xkPq-0171,2023-03-02,0,0.0,Coop Marche
liSY-0023,2023-03-02,2,1196.85,Coop Lazio
BrGn-0164,2023-03-02,7,3797.92,Coop Marche
whBR-0415,2023-03-02,6,2014.48,Coop Marche
pDAs-8628,2023-03-02,5,4976.9,Coop Marche
fPsc-0317,2023-03-02,0,0.0,Coop Marche
LqGH-0114,2023-03-02,5,2092.68,Coop Lombardia
KDSR-5597,2023-03-02,5,5031.41,Coop Marche
NLDb-9765,2023-03-02,4,4362.78,Coop Lazio
TWKK-1058,2023-03-02,9,9907.05,Coop Lombardia
dAbA-6278,2023-03-02,8,979.27,Coop Marche
zcKB-4196,2023-03-02,6,3406.33,Coop Lombardia
AoYT-7535,2023-03-02,2,932.33,Coop Lombardia
JzOi-6456,2023-03-02,1,1007.24,Coop Lazio
dbTT-5467,2023-03-02,5,5972.53,Coop Campania
bDht-6829,2023-03-02,3,1623.78,Coop Campania
bEQP-7444,2023-03-02,7,1069.61,Coop Lazio
LAOd-9346,2023-03-02,7,3103.12,Coop Marche
binr-9295,2023-03-02,2,1722.93,Coop Lazio
ipsu-5499,2023-03-02,0,0.0,Coop Marche
xJTd-1778,2023-03-02,7,3875.37,Coop Campania
OLQP-3993,2023-03-02,6,6435.25,Coop Campania
JOcL-9472,2023-03-02,7,7764.0,Coop Lazio
JLXS-4481,2023-03-02,2,102.51,Coop Lazio
gRAQ-7528,2023-03-02,9,5366.08,Coop Lombardia
Asit-5581,2023-03-02,4,1729.54,Coop Campania
mkIs-7680,2023-03-02,2,1306.49,Coop Campania
NqgK-1369,2023-03-02,9,6116.03,Coop Lombardia
HWfy-5370,2023-03-02,5,3882.74,Coop Campania
VCMi-1172,2023-03-02,9,8836.95,Coop Marche
vhQC-2551,2023-03-02,7,2744.19,Coop Lombardia
qaRS-5467,2023-03-02,5,783.48,Coop Lazio
KGrK-9665,2023-03-02,2,1192.47,Coop Marche
MOnY-5528,2023-03-02,1,538.52,Coop Lombardia
VDgg-1734,2023-03-02,6,456.16,Coop Campania
WaVU-9644,2023-03-02,6,3635.36,Coop Marche
kvMN-3932,2023-03-02,6,1548.23,Coop Marche
Ywep-4918,2023-03-02,0,0.0,Coop Marche
NMVA-0446,2023-03-02,2,36.11,Coop Campania
rWhG-2645,2023-03-02,10,11994.19,Coop Campania
YDqh-0861,2023-03-02,9,1697.08,Coop Lombardia
VMJd-6098,2023-03-02,10,8247.01,Coop Lazio
DLAl-3785,2023-03-02,8,4216.9,Coop Campania
aCAT-3934,2023-03-02,0,0.0,Coop Lombardia
rTZd-5307,2023-03-02,1,710.81,Coop Lazio
AsUs-5037,2023-03-02,0,0.0,Coop Campania
BSwR-7719,2023-03-02,7,8242.72,Coop Lombardia
gFcd-9011,2023-03-02,9,1666.37,Coop Campania
uOSO-2603,2023-03-02,10,11703.47,Coop Lazio
ScHr-5808,2023-03-02,5,904.76,Coop Lazio
bIZX-1934,2023-03-02,7,5653.35,Coop Lazio
TEJI-1283,2023-03-02,1,840.27,Coop Marche
oKDN-5623,2023-03-02,10,5140.05,Coop Lazio
xpjy-6558,2023-03-02,4,1131.86,Coop Campania
wTQS-1785,2023-03-02,7,3569.72,Coop Marche
mYDZ-0691,2023-03-02,4,4547.22,Coop Marche
VcLB-4437,2023-03-02,4,2764.81,Coop Lazio
CVZi-6362,2023-03-02,3,1474.58,Coop Lazio
Pjid-8127,2023-03-02,5,1366.8,Coop Marche
Tmxd-5901,2023-03-02,0,0.0,Coop Lazio
DUnd-2088,2023-03-02,6,4162.63,Coop Marche
DQMK-7381,2023-03-02,2,1152.14,Coop Lazio
sKMt-4467,2023-03-02,0,0.0,Coop Lazio
OTWH-3978,2023-03-02,0,0.0,Coop Lombardia
aJpO-1296,2023-03-02,7,1485.41,Coop Marche
VrKY-6162,2023-03-02,2,1550.11,Coop Lazio
eIDU-7475,2023-03-02,10,935.8,Coop Lombardia
qiRu-7670,2023-03-02,0,0.0,Coop Lazio
afBm-9573,2023-03-02,10,2678.94,Coop Campania
NcbZ-1734,2023-03-02,7,4255.32,Coop Lombardia
fZld-8928,2023-03-02,9,7187.55,Coop Marche
INMW-5184,2023-03-02,1,162.79,Coop Lombardia
JURQ-2020,2023-03-02,6,4176.38,Coop Marche
fuds-1864,2023-03-02,7,1539.23,Coop Campania
bhcH-5689,2023-03-02,7,1951.32,Coop Lazio
BzEN-1675,2023-03-02,1,1040.53,Coop Lombardia
yVpc-6692,2023-03-02,9,2658.53,Coop Marche
NAlQ-8216,2023-03-02,4,901.09,Coop Lombardia
NPtO-1977,2023-03-02,10,2004.37,Coop Marche
EGwX-9793,2023-03-02,8,8128.38,Coop Campania
ASBp-1468,2023-03-02,8,8205.95,Coop Campania
LNZd-7493,2023-03-02,4,3312.68,Coop Campania
peAT-7854,2023-03-02,6,3087.6,Coop Marche
qJUX-5465,2023-03-02,8,5640.65,Coop Lazio
bBGX-5619,2023-03-02,0,0.0,Coop Campania
ODub-0380,2023-03-02,2,2247.6,Coop Lazio
iRCO-6315,2023-03-02,5,3666.87,Coop Lazio
AZGK-7874,2023-03-02,7,4764.33,Coop Lazio
GPZv-4778,2023-03-02,1,536.86,Coop Marche
jlEh-4408,2023-03-02,1,535.4,Coop Campania
tkyP-7880,2023-03-02,7,1473.52,Coop Lombardia
lMPA-8666,2023-03-02,2,1936.07,Coop Marche
udAs-3358,2023-03-02,5,3207.62,Coop Marche
lUpC-3603,2023-03-03,1,304.35,Coop Lombardia
Khkv-1795,2023-03-03,3,607.74,Coop Campania
FShv-2600,2023-03-03,5,3997.74,Coop Campania
rzrI-3299,2023-03-03,5,6045.51,Coop Lombardia
pKaS-9831,2023-03-03,7,6844.82,Coop Campania
WhnD-0432,2023-03-03,10,4447.68,Coop Campania
mBRR-5424,2023-03-03,4,2932.49,Coop Lombardia
xkPq-0171,2023-03-03,8,7263.1,Coop Marche
liSY-0023,2023-03-03,7,3905.52,Coop Lombardia
BrGn-0164,2023-03-03,4,2063.21,Coop Marche
whBR-0415,2023-03-03,1,339.94,Coop Campania
pDAs-8628,2023-03-03,1,1102.15,Coop Lazio
fPsc-0317,2023-03-03,0,0.0,Coop Lombardia
LqGH-0114,2023-03-03,3,1368.07,Coop Campania
KDSR-5597,2023-03-03,10,11238.17,Coop Marche
NLDb-9765,2023-03-03,6,6993.63,Coop Lombardia
TWKK-1058,2023-03-03,2,2147.69,Coop Campania
dAbA-6278,2023-03-03,7,922.62,Coop Lazio
zcKB-4196,2023-03-03,7,4057.94,Coop Campania
AoYT-7535,2023-03-03,10,5234.79,Coop Lazio
JzOi-6456,2023-03-03,3,3019.38,Coop Lazio
dbTT-5467,2023-03-03,10,11932.35,Coop Lazio
bDht-6829,2023-03-03,1,559.1,Coop Marche
bEQP-7444,2023-03-03,7,1233.67,Coop Lombardia
LAOd-9346,2023-03-03,1,466.0,Coop Campania
binr-9295,2023-03-03,5,4421.63,Coop Lazio
ipsu-5499,2023-03-03,2,576.3,Coop Lazio
xJTd-1778,2023-03-03,7,3510.95,Coop Lombardia
OLQP-3993,2023-03-03,3,3606.83,Coop Lombardia
JOcL-9472,2023-03-03,5,5671.36,Coop Lombardia
JLXS-4481,2023-03-03,8,401.88,Coop Lombardia
gRAQ-7528,2023-03-03,4,2485.68,Coop Lombardia
Asit-5581,2023-03-03,3,1280.89,Coop Lombardia
mkIs-7680,2023-03-03,6,4097.24,Coop Lombardia
NqgK-1369,2023-03-03,2,1497.62,Coop Campania
HWfy-5370,2023-03-03,1,721.4,Coop Lombardia
VCMi-1172,2023-03-03,10,9920.46,Coop Lombardia
vhQC-2551,2023-03-03,6,2424.83,Coop Campania
qaRS-5467,2023-03-03,3,455.3,Coop Lombardia
KGrK-9665,2023-03-03,9,5405.61,Coop Marche
MOnY-5528,2023-03-03,1,512.01,Coop Marche
VDgg-1734,2023-03-03,10,814.59,Coop Lombardia
WaVU-9644,2023-03-03,4,2079.74,Coop Lombardia
kvMN-3932,2023-03-03,6,1540.27,Coop Lazio
Ywep-4918,2023-03-03,4,1336.78,Coop Marche
NMVA-0446,2023-03-03,9,164.87,Coop Marche
rWhG-2645,2023-03-03,7,7806.87,Coop Marche
YDqh-0861,2023-03-03,7,1288.53,Coop Campania
VMJd-6098,2023-03-03,9,7367.67,Coop Marche
DLAl-3785,2023-03-03,10,5440.17,Coop Marche
aCAT-3934,2023-03-03,6,6486.15,Coop Lombardia
rTZd-5307,2023-03-03,8,5979.86,Coop Marche
AsUs-5037,2023-03-03,0,0.0,Coop Campania
BSwR-7719,2023-03-03,3,3162.47,Coop Marche
gFcd-9011,2023-03-03,4,792.14,Coop Lazio
uOSO-2603,2023-03-03,0,0.0,Coop Lombardia
ScHr-5808,2023-03-03,10,1681.37,Coop Marche
bIZX-1934,2023-03-03,5,4186.92,Coop Marche
TEJI-1283,2023-03-03,6,4692.93,Coop Lazio
oKDN-5623,2023-03-03,7,3743.16,Coop Lombardia
xpjy-6558,2023-03-03,0,0.0,Coop Lazio
wTQS-1785,2023-03-03,2,1022.14,Coop Marche
mYDZ-0691,2023-03-03,1,1134.53,Coop Marche
VcLB-4437,2023-03-03,4,2555.25,Coop Marche
CVZi-6362,2023-03-03,3,1439.13,Coop Campania
Pjid-8127,2023-03-03,0,0.0,Coop Lombardia
Tmxd-5901,2023-03-03,6,3706.15,Coop Marche
DUnd-2088,2023-03-03,8,5569.69,Coop Campania
DQMK-7381,2023-03-03,1,543.17,Coop Lazio
sKMt-4467,2023-03-03,6,3460.73,Coop Marche
OTWH-3978,2023-03-03,9,8395.59,Coop Campania
aJpO-1296,2023-03-03,8,1615.83,Coop Lombardia
VrKY-6162,2023-03-03,5,3345.27,Coop Lazio
eIDU-7475,2023-03-03,7,720.04,Coop Marche
qiRu-7670,2023-03-03,9,8118.39,Coop Campania
afBm-9573,2023-03-03,10,2733.08,Coop Lombardia
NcbZ-1734,2023-03-03,3,1590.29,Coop Lazio
fZld-8928,2023-03-03,4,3445.56,Coop Lombardia
INMW-5184,2023-03-03,7,1094.27,Coop Lazio
JURQ-2020,2023-03-03,7,4344.45,Coop Lazio
fuds-1864,2023-03-03,4,898.98,Coop Campania
bhcH-5689,2023-03-03,8,1989.58,Coop Marche
BzEN-1675,2023-03-03,0,0.0,Coop Lazio
yVpc-6692,2023-03-03,0,0.0,Coop Lazio
NAlQ-8216,2023-03-03,0,0.0,Coop Lombardia
NPtO-1977,2023-03-03,2,363.46,Coop Lombardia
EGwX-9793,2023-03-03,1,948.87,Coop Lombardia
ASBp-1468,2023-03-03,3,2951.92,Coop Lazio
LNZd-7493,2023-03-03,9,7715.1,Coop Campania
peAT-7854,2023-03-03,4,1910.96,Coop Lombardia
qJUX-5465,2023-03-03,10,7688.71,Coop Campania
bBGX-5619,2023-03-03,9,10488.29,Coop Campania
ODub-0380,2023-03-03,5,5690.21,Coop Marche
iRCO-6315,2023-03-03,2,1336.49,Coop Campania
AZGK-7874,2023-03-03,5,3433.06,Coop Lazio
GPZv-4778,2023-03-03,8,3822.06,Coop Marche
jlEh-4408,2023-03-03,0,0.0,Coop Lazio
tkyP-7880,2023-03-03,5,932.37,Coop Lazio
lMPA-8666,2023-03-03,0,0.0,Coop Marche
udAs-3358,2023-03-03,3,1934.96,Coop Campania
lUpC-3603,2023-03-04,7,2127.57,Coop Marche
Khkv-1795,2023-03-04,0,0.0,Coop Lombardia
FShv-2600,2023-03-04,3,2673.81,Coop Campania
rzrI-3299,2023-03-04,3,3275.7,Coop Marche
pKaS-9831,2023-03-04,2,1921.34,Coop Lombardia
WhnD-0432,2023-03-04,4,1742.89,Coop Marche
mBRR-5424,2023-03-04,8,5334.73,Coop Lombardia
xkPq-0171,2023-03-04,3,2365.75,Coop Lazio
liSY-0023,2023-03-04,10,6272.88,Coop Marche
BrGn-0164,2023-03-04,4,2133.5,Coop Lazio
whBR-0415,2023-03-04,7,2639.82,Coop Marche
pDAs-8628,2023-03-04,3,3379.3,Coop Lazio
fPsc-0317,2023-03-04,6,5965.88,Coop Lombardia
LqGH-0114,2023-03-04,2,885.28,Coop Marche
KDSR-5597,2023-03-04,3,3157.24,Coop Campania
NLDb-9765,2023-03-04,6,6359.63,Coop Campania
TWKK-1058,2023-03-04,6,6552.01,Coop Marche
dAbA-6278,2023-03-04,0,0.0,Coop Lombardia
zcKB-4196,2023-03-04,3,1952.53,Coop Marche
AoYT-7535,2023-03-04,1,466.22,Coop Lombardia
JzOi-6456,2023-03-04,0,0.0,Coop Marche
dbTT-5467,2023-03-04,9,9979.51,Coop Lazio
bDht-6829,2023-03-04,0,0.0,Coop Lazio
bEQP-7444,2023-03-04,10,1610.19,Coop Lazio
LAOd-9346,2023-03-04,10,4575.79,Coop Campania
binr-9295,2023-03-04,2,1627.41,Coop Lazio
ipsu-5499,2023-03-04,2,579.01,Coop Lazio
xJTd-1778,2023-03-04,3,1596.5,Coop Lazio
OLQP-3993,2023-03-04,2,2383.87,Coop Lombardia
JOcL-9472,2023-03-04,8,8790.89,Coop Campania
JLXS-4481,2023-03-04,7,335.72,Coop Lazio
gRAQ-7528,2023-03-04,6,3544.79,Coop Lombardia
Asit-5581,2023-03-04,0,0.0,Coop Marche
mkIs-7680,2023-03-04,0,0.0,Coop Lombardia
